sigma_fair,sigma_offset,option_type,num_zeros,boundary_type,lower_boundary,upper_boundary,early_exercise_premium,american_value,european_value
0.34,0.06,call,0,always_exercise,,,0.0,2.2738627505558,2.2738627505558
0.34,0.06,put,0,always_exercise,,,0.0,2.2738627505558,2.2738627505558
0.34,0.07,call,0,always_exercise,,,0.0,2.652163928248399,2.652163928248399
0.34,0.07,put,0,always_exercise,,,0.0,2.6521639282483918,2.6521639282483918
0.34,0.08,call,0,always_exercise,,,0.0,3.030214735631695,3.030214735631695
0.34,0.08,put,0,always_exercise,,,0.0,3.030214735631688,3.030214735631688
0.34,0.09,call,0,always_exercise,,,0.0,3.4079963271945033,3.4079963271945033
0.34,0.09,put,0,always_exercise,,,0.0,3.4079963271945033,3.4079963271945033
0.34,0.1,call,0,always_exercise,,,0.0,3.785490766920418,3.785490766920418
0.34,0.1,put,0,always_exercise,,,0.0,3.785490766920425,3.785490766920425
0.35,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.35,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.35,0.01,call,0,always_exercise,,,0.0,0.37922964637442647,0.37922964637442647
0.35,0.01,put,0,always_exercise,,,0.0,0.37922964637441936,0.37922964637441936
0.35,0.02,call,0,always_exercise,,,0.0,0.7583213740539421,0.7583213740539421
0.35,0.02,put,0,always_exercise,,,0.0,0.758321374053935,0.758321374053935
0.35,0.03,call,0,always_exercise,,,0.0,1.137249717067661,1.137249717067661
0.35,0.03,put,0,always_exercise,,,0.0,1.1372497170676468,1.1372497170676468
0.35,0.04,call,0,always_exercise,,,0.0,1.5159908869311138,1.5159908869311138
0.35,0.04,put,0,always_exercise,,,0.0,1.5159908869311067,1.5159908869311067
0.35,0.05,call,0,always_exercise,,,0.0,1.8945225686408023,1.8945225686408023
0.35,0.05,put,0,always_exercise,,,0.0,1.894522568640788,1.894522568640788
0.35,0.06,call,0,always_exercise,,,0.0,2.272823746333394,2.272823746333394
0.35,0.06,put,0,always_exercise,,,0.0,2.272823746333387,2.272823746333387
0.35,0.07,call,0,always_exercise,,,0.0,2.6508745537166902,2.6508745537166902
0.35,0.07,put,0,always_exercise,,,0.0,2.650874553716683,2.650874553716683
0.35,0.08,call,0,always_exercise,,,0.0,3.0286561452795056,3.0286561452795056
0.35,0.08,put,0,always_exercise,,,0.0,3.0286561452794984,3.0286561452794984
0.35,0.09,call,0,always_exercise,,,0.0,3.4061505850054203,3.4061505850054203
0.35,0.09,put,0,always_exercise,,,0.0,3.4061505850054132,3.4061505850054132
0.35,0.1,call,0,always_exercise,,,0.0,3.7833407498918064,3.7833407498918064
0.35,0.1,put,0,always_exercise,,,0.0,3.7833407498917992,3.7833407498917992
0.36,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.36,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.36,0.01,call,0,always_exercise,,,0.0,0.3790917276795156,0.3790917276795156
0.36,0.01,put,0,always_exercise,,,0.0,0.3790917276795156,0.3790917276795156
0.36,0.02,call,0,always_exercise,,,0.0,0.7580200706932345,0.7580200706932345
0.36,0.02,put,0,always_exercise,,,0.0,0.7580200706932274,0.7580200706932274
0.36,0.03,call,0,always_exercise,,,0.0,1.1367612405566874,1.1367612405566874
0.36,0.03,put,0,always_exercise,,,0.0,1.1367612405566874,1.1367612405566874
0.36,0.04,call,0,always_exercise,,,0.0,1.5152929222663758,1.5152929222663758
0.36,0.04,put,0,always_exercise,,,0.0,1.5152929222663687,1.5152929222663687
0.36,0.05,call,0,always_exercise,,,0.0,1.8935940999589675,1.8935940999589675
0.36,0.05,put,0,always_exercise,,,0.0,1.8935940999589675,1.8935940999589675
0.36,0.06,call,0,always_exercise,,,0.0,2.2716449073422638,2.2716449073422638
0.36,0.06,put,0,always_exercise,,,0.0,2.2716449073422638,2.2716449073422638
0.36,0.07,call,0,always_exercise,,,0.0,2.649426498905079,2.649426498905079
0.36,0.07,put,0,always_exercise,,,0.0,2.649426498905079,2.649426498905079
0.36,0.08,call,0,always_exercise,,,0.0,3.026920938630994,3.026920938630994
0.36,0.08,put,0,always_exercise,,,0.0,3.026920938630994,3.026920938630994
0.36,0.09,call,0,always_exercise,,,0.0,3.40411110351738,3.40411110351738
0.36,0.09,put,0,always_exercise,,,0.0,3.40411110351738,3.40411110351738
0.36,0.1,call,0,always_exercise,,,0.0,3.7809805996654546,3.7809805996654546
0.36,0.1,put,0,always_exercise,,,0.0,3.7809805996654475,3.7809805996654475
0.37,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.37,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.37,0.01,call,0,always_exercise,,,0.0,0.3789283430137189,0.3789283430137189
0.37,0.01,put,0,always_exercise,,,0.0,0.3789283430137118,0.3789283430137118
0.37,0.02,call,0,always_exercise,,,0.0,0.7576695128771718,0.7576695128771718
0.37,0.02,put,0,always_exercise,,,0.0,0.7576695128771718,0.7576695128771718
0.37,0.03,call,0,always_exercise,,,0.0,1.1362011945868602,1.1362011945868602
0.37,0.03,put,0,always_exercise,,,0.0,1.1362011945868602,1.1362011945868602
0.37,0.04,call,0,always_exercise,,,0.0,1.514502372279452,1.514502372279452
0.37,0.04,put,0,always_exercise,,,0.0,1.514502372279452,1.514502372279452
0.37,0.05,call,0,always_exercise,,,0.0,1.8925531796627482,1.8925531796627482
0.37,0.05,put,0,always_exercise,,,0.0,1.8925531796627482,1.8925531796627482
0.37,0.06,call,0,always_exercise,,,0.0,2.2703347712255635,2.2703347712255635
0.37,0.06,put,0,always_exercise,,,0.0,2.2703347712255635,2.2703347712255635
0.37,0.07,call,0,always_exercise,,,0.0,2.6478292109514783,2.6478292109514783
0.37,0.07,put,0,always_exercise,,,0.0,2.6478292109514783,2.6478292109514783
0.37,0.08,call,0,always_exercise,,,0.0,3.0250193758378643,3.0250193758378643
0.37,0.08,put,0,always_exercise,,,0.0,3.0250193758378643,3.0250193758378643
0.37,0.09,call,0,always_exercise,,,0.0,3.401888871985939,3.401888871985939
0.37,0.09,put,0,always_exercise,,,0.0,3.401888871985932,3.401888871985932
0.37,0.1,call,0,always_exercise,,,0.0,3.7784219614045256,3.7784219614045256
0.37,0.1,put,0,always_exercise,,,0.0,3.7784219614045185,3.7784219614045185
0.38,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.38,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.38,0.01,call,0,always_exercise,,,0.0,0.37874116986345285,0.37874116986345285
0.38,0.01,put,0,always_exercise,,,0.0,0.37874116986345996,0.37874116986345996
0.38,0.02,call,0,always_exercise,,,0.0,0.7572728515731413,0.7572728515731413
0.38,0.02,put,0,always_exercise,,,0.0,0.7572728515731484,0.7572728515731484
0.38,0.03,call,0,always_exercise,,,0.0,1.1355740292657401,1.1355740292657401
0.38,0.03,put,0,always_exercise,,,0.0,1.1355740292657401,1.1355740292657401
0.38,0.04,call,0,always_exercise,,,0.0,1.5136248366490292,1.5136248366490292
0.38,0.04,put,0,always_exercise,,,0.0,1.5136248366490364,1.5136248366490364
0.38,0.05,call,0,always_exercise,,,0.0,1.8914064282118446,1.8914064282118446
0.38,0.05,put,0,always_exercise,,,0.0,1.8914064282118517,1.8914064282118517
0.38,0.06,call,0,always_exercise,,,0.0,2.2689008679377594,2.2689008679377594
0.38,0.06,put,0,always_exercise,,,0.0,2.2689008679377665,2.2689008679377665
0.38,0.07,call,0,always_exercise,,,0.0,2.6460910328241454,2.6460910328241454
0.38,0.07,put,0,always_exercise,,,0.0,2.6460910328241525,2.6460910328241525
0.38,0.08,call,0,always_exercise,,,0.0,3.0229605289722272,3.0229605289722272
0.38,0.08,put,0,always_exercise,,,0.0,3.0229605289722343,3.0229605289722343
0.38,0.09,call,0,always_exercise,,,0.0,3.3994936183908067,3.3994936183908067
0.38,0.09,put,0,always_exercise,,,0.0,3.3994936183908067,3.3994936183908067
0.38,0.1,call,0,always_exercise,,,0.0,3.7756751549630962,3.7756751549630962
0.38,0.1,put,0,always_exercise,,,0.0,3.7756751549630962,3.7756751549630962
0.39,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.39,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.39,0.01,call,0,always_exercise,,,0.0,0.37853168170968843,0.37853168170968843
0.39,0.01,put,0,always_exercise,,,0.0,0.37853168170968843,0.37853168170968843
0.39,0.02,call,0,always_exercise,,,0.0,0.7568328594022873,0.7568328594022873
0.39,0.02,put,0,always_exercise,,,0.0,0.7568328594022802,0.7568328594022802
0.39,0.03,call,0,always_exercise,,,0.0,1.1348836667855835,1.1348836667855835
0.39,0.03,put,0,always_exercise,,,0.0,1.1348836667855764,1.1348836667855764
0.39,0.04,call,0,always_exercise,,,0.0,1.5126652583483917,1.5126652583483917
0.39,0.04,put,0,always_exercise,,,0.0,1.5126652583483917,1.5126652583483917
0.39,0.05,call,0,always_exercise,,,0.0,1.8901596980743065,1.8901596980743065
0.39,0.05,put,0,always_exercise,,,0.0,1.8901596980743065,1.8901596980743065
0.39,0.06,call,0,always_exercise,,,0.0,2.2673498629606925,2.2673498629606925
0.39,0.06,put,0,always_exercise,,,0.0,2.2673498629606925,2.2673498629606925
0.39,0.07,call,0,always_exercise,,,0.0,2.6442193591087744,2.6442193591087744
0.39,0.07,put,0,always_exercise,,,0.0,2.6442193591087744,2.6442193591087744
0.39,0.08,call,0,always_exercise,,,0.0,3.020752448527361,3.020752448527361
0.39,0.08,put,0,always_exercise,,,0.0,3.020752448527354,3.020752448527354
0.39,0.09,call,0,always_exercise,,,0.0,3.3969339850996434,3.3969339850996434
0.39,0.09,put,0,always_exercise,,,0.0,3.3969339850996363,3.3969339850996363
0.39,0.1,call,0,always_exercise,,,0.0,3.7727493584132006,3.7727493584132006
0.39,0.1,put,0,always_exercise,,,0.0,3.7727493584132006,3.7727493584132006
0.4,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.4,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.4,0.01,call,0,always_exercise,,,0.0,0.37830117769259886,0.37830117769259886
0.4,0.01,put,0,always_exercise,,,0.0,0.37830117769259175,0.37830117769259175
0.4,0.02,call,0,always_exercise,,,0.0,0.7563519850758951,0.7563519850758951
0.4,0.02,put,0,always_exercise,,,0.0,0.756351985075888,0.756351985075888
0.4,0.03,call,0,always_exercise,,,0.0,1.1341335766387033,1.1341335766387033
0.4,0.03,put,0,always_exercise,,,0.0,1.1341335766387033,1.1341335766387033
0.4,0.04,call,0,always_exercise,,,0.0,1.511628016364618,1.511628016364618
0.4,0.04,put,0,always_exercise,,,0.0,1.511628016364618,1.511628016364618
0.4,0.05,call,0,always_exercise,,,0.0,1.888818181251004,1.888818181251004
0.4,0.05,put,0,always_exercise,,,0.0,1.888818181251004,1.888818181251004
0.4,0.06,call,0,always_exercise,,,0.0,2.265687677399086,2.265687677399086
0.4,0.06,put,0,always_exercise,,,0.0,2.265687677399086,2.265687677399086
0.4,0.07,call,0,always_exercise,,,0.0,2.6422207668176725,2.6422207668176725
0.4,0.07,put,0,always_exercise,,,0.0,2.6422207668176654,2.6422207668176654
0.4,0.08,call,0,always_exercise,,,0.0,3.018402303389962,3.018402303389962
0.4,0.08,put,0,always_exercise,,,0.0,3.018402303389955,3.018402303389955
0.4,0.09,call,0,always_exercise,,,0.0,3.394217676703512,3.394217676703512
0.4,0.09,put,0,always_exercise,,,0.0,3.394217676703512,3.394217676703512
0.4,0.1,call,0,always_exercise,,,0.0,3.7696527626501677,3.7696527626501677
0.4,0.1,put,0,always_exercise,,,0.0,3.7696527626501677,3.7696527626501677
