sigma_fair,sigma_offset,option_type,num_zeros,boundary_type,lower_boundary,upper_boundary,early_exercise_premium,american_value,european_value
0.24000000000000002,0.02,call,0,always_exercise,,,0.0,0.7568123742437365,0.7568123742437365
0.24000000000000002,0.02,put,0,always_exercise,,,0.0,0.7568123742437365,0.7568123742437365
0.24000000000000002,0.03,call,0,always_exercise,,,0.0,1.135696844455623,1.135696844455623
0.24000000000000002,0.03,put,0,always_exercise,,,0.0,1.135696844455623,1.135696844455623
0.24000000000000002,0.04,call,0,always_exercise,,,0.0,1.5148075261752894,1.5148075261752894
0.24000000000000002,0.04,put,0,always_exercise,,,0.0,1.5148075261752894,1.5148075261752894
0.24000000000000002,0.05,call,0,always_exercise,,,0.0,1.8940851661122622,1.8940851661122622
0.24000000000000002,0.05,put,0,always_exercise,,,0.0,1.8940851661122622,1.8940851661122622
0.24000000000000002,0.06,call,0,always_exercise,,,0.0,2.2734770879610977,2.2734770879610977
0.24000000000000002,0.06,put,0,always_exercise,,,0.0,2.2734770879610977,2.2734770879610977
0.24000000000000002,0.07,call,0,always_exercise,,,0.0,2.6529361507179274,2.6529361507179274
0.24000000000000002,0.07,put,0,always_exercise,,,0.0,2.6529361507179203,2.6529361507179203
0.24000000000000002,0.08,call,0,always_exercise,,,0.0,3.03241989929613,3.03241989929613
0.24000000000000002,0.08,put,0,always_exercise,,,0.0,3.032419899296137,3.032419899296137
0.24000000000000002,0.09,call,0,always_exercise,,,0.0,3.4118898673717766,3.4118898673717766
0.24000000000000002,0.09,put,0,always_exercise,,,0.0,3.4118898673717766,3.4118898673717766
0.24000000000000002,0.1,call,0,always_exercise,,,0.0,3.791311001636153,3.791311001636153
0.24000000000000002,0.1,put,0,always_exercise,,,0.0,3.791311001636153,3.791311001636153
0.25,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.25,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.25,0.01,call,0,always_exercise,,,0.0,0.3785911418997472,0.3785911418997472
0.25,0.01,put,0,always_exercise,,,0.0,0.3785911418997472,0.3785911418997472
0.25,0.02,call,0,always_exercise,,,0.0,0.7574756121116337,0.7574756121116337
0.25,0.02,put,0,always_exercise,,,0.0,0.7574756121116337,0.7574756121116337
0.25,0.03,call,0,always_exercise,,,0.0,1.1365862938313,1.1365862938313
0.25,0.03,put,0,always_exercise,,,0.0,1.1365862938313,1.1365862938313
0.25,0.04,call,0,always_exercise,,,0.0,1.5158639337682729,1.5158639337682729
0.25,0.04,put,0,always_exercise,,,0.0,1.5158639337682729,1.5158639337682729
0.25,0.05,call,0,always_exercise,,,0.0,1.8952558556171013,1.8952558556171013
0.25,0.05,put,0,always_exercise,,,0.0,1.8952558556171084,1.8952558556171084
0.25,0.06,call,0,always_exercise,,,0.0,2.274714918373938,2.274714918373938
0.25,0.06,put,0,always_exercise,,,0.0,2.274714918373931,2.274714918373931
0.25,0.07,call,0,always_exercise,,,0.0,2.6541986669521407,2.6541986669521407
0.25,0.07,put,0,always_exercise,,,0.0,2.654198666952148,2.654198666952148
0.25,0.08,call,0,always_exercise,,,0.0,3.0336686350277873,3.0336686350277873
0.25,0.08,put,0,always_exercise,,,0.0,3.0336686350277873,3.0336686350277873
0.25,0.09,call,0,always_exercise,,,0.0,3.4130897692921636,3.4130897692921636
0.25,0.09,put,0,always_exercise,,,0.0,3.4130897692921636,3.4130897692921636
0.25,0.1,call,0,always_exercise,,,0.0,3.7924299512071613,3.7924299512071613
0.25,0.1,put,0,always_exercise,,,0.0,3.7924299512071684,3.7924299512071684
0.26,0.0,call,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.26,0.0,put,200,multiple_200,50.25,149.75,0.0,0.0,0.0
0.26,0.01,call,0,always_exercise,,,0.0,0.37888447021188654,0.37888447021188654
0.26,0.01,put,0,always_exercise,,,0.0,0.37888447021188654,0.37888447021188654
0.26,0.02,call,0,always_exercise,,,0.0,0.7579951519315529,0.7579951519315529
0.26,0.02,put,0,always_exercise,,,0.0,0.7579951519315529,0.7579951519315529
0.26,0.03,call,0,always_exercise,,,0.0,1.1372727918685257,1.1372727918685257
0.26,0.03,put,0,always_exercise,,,0.0,1.1372727918685257,1.1372727918685257
0.26,0.04,call,0,always_exercise,,,0.0,1.5166647137173541,1.5166647137173541
0.26,0.04,put,0,always_exercise,,,0.0,1.5166647137173612,1.5166647137173612
